Seller_Email,Listing_ID,Category,Auction_Title,Product_Name,Product_Description,Quantity,Reserve_Price,Max_bids,Status
clelievre1q@spiegel.de,756,Patio Conversation Sets,Mainstays Tuscany Ridge Outdoor 4 Piece Wicker Conversation Set,Tuscany Ridge Conversation Set,4 Piece Conversation Set,2,598.0,3,1
clelievre1q@spiegel.de,2525,Patio Conversation Sets,Mainstays Tuscany Ridge Outdoor 4 Piece Wicker Conversation Set,Tuscany Ridge Conversation Set,5 Piece Conversation Set,2,598.0,3,1
dmccritchiej3@lsu.edu,729,Performance Nutrition,Body Fortress Super Advanced Whey Protein,BF SA Whey,Gains!,3,297.0,6,1
dmccritchiej3@lsu.edu,2489,Performance Nutrition,Body Fortress Super Advanced Whey Protein,BF SA Whey,Gains!,3,297.0,3,1
ghalvorsen95@lsu.edu,735,Pets,Blue Buffalo Freedom Chicken Dry Dog Food for Senior Dogs,BB FC Dry Dog Food,Healthy and Yummy,5,345.0,3,1
ghalvorsen95@lsu.edu,2497,Pets,Blue Buffalo Freedom Chicken Dry Dog Food for Senior Dogs,BB FC Dry Dog Food,Healthy and Yummy,5,345.0,3,1
jspraggon8f@lsu.edu,759,Pies,Patti LaBelle 8 inch Sweet Potato Pie,Sweet Potato Pie,Mouthwatering Pie,3,24.0,3,1
jspraggon8f@lsu.edu,2529,Pies,Patti LaBelle 8 inch Sweet Potato Pie,Sweet Potato Pie,Mouthwatering Pie,3,24.0,3,1
predittjv@lsu.edu,738,Playstation,Horizon: Forbidden West Launch Edition,Horizon: FW,Adventure MMO,3,600.0,3,1
predittjv@lsu.edu,2501,Playstation,Horizon: Forbidden West Launch Edition,Horizon: FW,Adventure MMO,3,600.0,3,1
tlinebargerh@flickr.com,1,Samsung,Samsung Galaxy,S22,Powerful Android,4,3400.0,3,2
cmaxted8c@lsu.edu,65,Samsung,Samsung Galaxy,S22,Powerful Android,4,3400.0,3,1
nscougallba@lsu.edu,176,Samsung,Samsung Galaxy,S22,Powerful Android,1,850.0,5,1
alillecrop1u@about.com,197,Samsung,Samsung Galaxy,S22,Powerful Android,4,3400.0,5,2
fstodartdu@lsu.edu,329,Samsung,Samsung Galaxy,S22,Powerful Android,1,850.0,3,1
kbennike0@merriam-webster.com,330,Samsung,Samsung Galaxy,S22,Powerful Android,2,1700.0,3,1
mbuddenqw@lsu.edu,368,Samsung,Samsung Galaxy,S22,Powerful Android,2,1700.0,6,1
cmaxted8c@lsu.edu,1681,Samsung,Samsung Galaxy,S23,Powerful Android,4,3400.0,3,1
alillecrop1u@about.com,1801,Samsung,Samsung Galaxy,S23,Powerful Android,4,3400.0,2,1
fstodartdu@lsu.edu,2061,Samsung,Samsung Galaxy,S23,Powerful Android,1,850.0,3,1
nscougallba@lsu.edu,2249,Samsung,Samsung Galaxy,S23,Powerful Android,1,850.0,3,1
kbennike0@merriam-webster.com,2297,Samsung,Samsung Galaxy,S23,Powerful Android,2,1700.0,3,1
mbuddenqw@lsu.edu,2357,Samsung,Samsung Galaxy,S22,Powerful Android,2,1700.0,3,1
tlinebargerh@flickr.com,2429,Samsung,Samsung Galaxy,S23,Powerful Android,4,3400.0,3,1
bbartkowiak6t@lsu.edu,792,Sleepwear,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Satin Bathrobe,3,120.0,3,1
zcowl7l@lsu.edu,831,Sleepwear,Washed Linen Bathrobe,Mainstays Linen Bathrobe,Brobe,1,40.0,3,1
alillecrop1u@about.com,858,Sleepwear,Washed Linen Bathrobe,Mainstays Linen Bathrobe,Brobe,2,80.0,3,1
ascohiergc@lsu.edu,873,Sleepwear,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,5,200.0,3,1
avirr66@lsu.edu,879,Sleepwear,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,4,160.0,3,1
mbuesdennk@lsu.edu,894,Sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,1,40.0,4,1
gdeblaseer@lsu.edu,912,Sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,4,160.0,4,1
bparkenl7@lsu.edu,1083,Sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,4,160.0,4,1
rwomack49@lsu.edu,1122,Sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,1,40.0,4,1
mromayniq@lsu.edu,1131,Sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,5,200.0,4,1
bbartkowiak6t@lsu.edu,2573,Sleepwear,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Satin Bathrobe,3,120.0,3,1
onewlindl@lsu.edu,71,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,3,330.0,4,1
lmcmanusmc@lsu.edu,240,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,1,110.0,5,1
wfranzenct@lsu.edu,262,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,2,220.0,3,1
cdullardbp@lsu.edu,350,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,4,440.0,3,1
cmcpolindw@lsu.edu,354,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,5,550.0,6,1
clelievre1q@spiegel.de,364,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,5,550.0,6,1
clelievre1q@spiegel.de,1665,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,5,550.0,3,1
cmcpolindw@lsu.edu,1721,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,5,550.0,3,1
onewlindl@lsu.edu,1869,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,3,330.0,3,1
lmcmanusmc@lsu.edu,2181,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,1,110.0,3,1
cdullardbp@lsu.edu,2329,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,4,440.0,3,1
wfranzenct@lsu.edu,2441,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,2,220.0,3,1
edionisiih1@lsu.edu,34,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,3,330.0,3,1
rdellenbroker6c@lsu.edu,69,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,3,360.0,3,1
elyfecx@lsu.edu,75,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,2,220.0,4,1
gechalieh4@lsu.edu,81,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,1,120.0,4,1
ecortingq@lsu.edu,96,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,3,330.0,4,1
dcordeniw@lsu.edu,164,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,5,550.0,4,1
ghalvorsen95@lsu.edu,192,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,1,110.0,5,1
awillderjq@lsu.edu,205,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,2,220.0,5,1
ecortingq@lsu.edu,309,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,3,360.0,3,1
cmcpolindw@lsu.edu,798,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Full Sleeves,1,30.0,3,1
glibbie7q@lsu.edu,924,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,4,120.0,4,1
nlarhamap@lsu.edu,951,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,3,90.0,4,1
aforsythay@lsu.edu,975,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,1,30.0,5,1
qricardoufm@lsu.edu,1023,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,3,90.0,5,1
rvanderhoeven9h@lsu.edu,1167,Tops,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,1,30.0,4,1
rbuchankl@lsu.edu,1185,Tops,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,3,90.0,4,1
oflahiveif@lsu.edu,1224,Tops,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,4,120.0,4,1
ghalvorsen95@lsu.edu,1637,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,3,330.0,3,1
dcordeniw@lsu.edu,1689,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,5,550.0,3,1
awillderjq@lsu.edu,1777,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,2,220.0,3,1
edionisiih1@lsu.edu,2085,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,3,330.0,3,1
gechalieh4@lsu.edu,2193,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,1,120.0,3,1
elyfecx@lsu.edu,2229,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,2,220.0,3,1
rdellenbroker6c@lsu.edu,2405,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,3,360.0,3,1
ecortingq@lsu.edu,2453,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,3,330.0,3,1
ecortingq@lsu.edu,2457,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,3,360.0,3,1
cmcpolindw@lsu.edu,2581,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Full Sleeves,1,30.0,3,1
nrideoutmi@lsu.edu,708,Toys,Monster Jam El Toro,MJ Mega El Toro,Kid's toys,2,140.0,6,1
nrideoutmi@lsu.edu,2461,Toys,Monster Jam El Toro,MJ Mega El Toro,Kid's toys,2,140.0,3,1
rdichee@adobe.com,726,Video Games,Elden Ring,ER: MMO,Interactive MMO,4,600.0,6,1
rdichee@adobe.com,2485,Video Games,Elden Ring,ER: MMO,Interactive MMO,4,600.0,3,1
bstrangeri3@lsu.edu,789,Wall Cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,1,80.0,3,1
akelby20@drupal.org,822,Wall Cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,4,320.0,3,1
glibbie7q@lsu.edu,921,Wall Cabinets,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,5,400.0,4,1
bstrangeri3@lsu.edu,2569,Wall Cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,1,80.0,3,1
wlaurancegt@lsu.edu,720,Wellness,Spring Valley Extra Strength Melatonin Tablets,SV ES Melatonin,Sleep like a baby,5,50.0,6,1
wlaurancegt@lsu.edu,2477,Wellness,Spring Valley Extra Strength Melatonin Tablets,SV ES Melatonin,Sleep like a baby,5,50.0,3,1
dcordeniw@lsu.edu,774,Yoga,Evolve by Gaiam Grippy Yoga Barre Socks,GG Yoga Socks,Comfortable,4,40.0,3,1
dcordeniw@lsu.edu,2549,Yoga,Evolve by Gaiam Grippy Yoga Barre Socks,GG Yoga Socks,Comfortable,4,40.0,3,1
