credit_card_num,card_type,expire_month,expire_year,security_code,Owner_email
3428-762795-68380,American Express,4,2024,953,moscanlonro@lsu.edu
3533-518665-22725,American Express,11,2032,182,htreadgall67@lsu.edu
3292-970896-33542,American Express,11,2031,460,gwaddingtonah@lsu.edu
3370-262839-25219,American Express,11,2024,101,jcaverhillld@lsu.edu
3531-559035-00143,American Express,3,2023,812,mamymo@lsu.edu
3702-446766-65297,American Express,8,2026,690,mshenfisch4t@lsu.edu
3442-603853-45795,American Express,3,2028,492,achanceb4@lsu.edu
3380-494351-13905,American Express,3,2030,130,hbardwallcz@lsu.edu
3472-096570-70198,American Express,9,2026,578,gpabst6c@lsu.edu
3216-614770-43666,American Express,9,2030,60,gmustard83@lsu.edu
3521-466818-87122,American Express,4,2030,874,wquilleashhx@lsu.edu
3705-406842-54005,American Express,6,2028,242,mbentingn7@lsu.edu
3050-499874-90631,American Express,5,2028,439,bmayne8a@lsu.edu
3448-721142-84058,American Express,1,2025,535,lostlerah@lsu.edu
3583-454236-73671,American Express,9,2031,737,mfrood98@lsu.edu
3471-648160-76192,American Express,9,2032,998,candriveauxai@lsu.edu
3669-688427-64582,American Express,5,2032,464,tpavie7n@lsu.edu
3939-644523-23245,American Express,11,2026,386,bmcilvennyj3@lsu.edu
3595-814905-03653,American Express,3,2032,262,hdesboroughmp@lsu.edu
3685-092898-91366,American Express,5,2023,70,gcordeauoq@lsu.edu
3886-557352-22804,American Express,9,2031,135,lspurryer2g@lsu.edu
3482-880007-00125,American Express,1,2031,367,bsyce3r@lsu.edu
3593-220316-07278,American Express,1,2026,224,cosgar8u@lsu.edu
3556-461455-25410,American Express,12,2026,984,gmussilliev@lsu.edu
3675-875602-12618,American Express,5,2032,805,cwoolacottlv@lsu.edu
3817-116323-48922,American Express,8,2031,741,cjacobowiczp9@lsu.edu
3369-662341-08306,American Express,6,2027,958,avaughtende@lsu.edu
3287-469636-80235,American Express,3,2027,39,wallixns@lsu.edu
3194-528457-48824,American Express,6,2026,169,lowbridge25@lsu.edu
3628-516554-41503,American Express,7,2031,712,amacphaden3z@lsu.edu
3369-368482-99645,American Express,5,2024,532,mgudeman44@lsu.edu
3595-486929-12028,American Express,7,2024,620,tfoan98@lsu.edu
3298-221369-27098,American Express,10,2025,435,hcapellee6@lsu.edu
3310-742457-69867,American Express,8,2023,732,cbeetonje@lsu.edu
3118-186741-36852,American Express,9,2032,814,lkhilkov62@lsu.edu
3612-004896-49614,American Express,7,2024,914,gdowtry4j@lsu.edu
3976-241339-27409,American Express,9,2023,243,fdalstonbd@lsu.edu
3867-007825-16178,American Express,12,2031,838,mmacginlaydj@lsu.edu
3102-832791-71996,American Express,4,2025,548,jstiegersfs@lsu.edu
3472-465263-26202,American Express,8,2025,194,elindebergh8@lsu.edu
3743-927317-03884,American Express,6,2026,235,nheckjx@lsu.edu
3666-089670-65595,American Express,7,2024,879,ajillinslm@lsu.edu
3282-424012-21454,American Express,7,2031,724,snavaro1w@lsu.edu
3518-426601-83501,American Express,9,2030,377,bshowersk5@lsu.edu
3728-727734-56265,American Express,2,2025,4471,cmccoughancs@lsu.edu
3571-494924-57141,American Express,8,2030,126,jraspisonnz@lsu.edu
3573-141805-74828,American Express,10,2023,7592,dgumbrelldi@lsu.edu
3387-699848-07226,American Express,9,2024,8319,sdeboickep@lsu.edu
3301-277641-85814,American Express,12,2023,2540,ebemlottgd@lsu.edu
3297-524065-14691,American Express,9,2025,6108,eleportjl@lsu.edu
3684-382232-26560,American Express,1,2030,8525,arowk5@lsu.edu
3196-058807-51753,American Express,11,2026,1620,dkleinbaummm@lsu.edu
3822-829895-71185,American Express,5,2030,9866,pcussrp@lsu.edu
3354-281345-51863,American Express,4,2032,7798,achatellq@lsu.edu
3142-088523-32693,American Express,10,2029,7064,rwhyffened@lsu.edu
3885-531241-13091,American Express,3,2031,7942,udowngateg1@lsu.edu
3129-035524-92900,American Express,11,2023,8637,jlimmerll@lsu.edu
3428-320108-90008,American Express,7,2024,3493,rclemettsmx@lsu.edu
3731-522047-23981,American Express,5,2026,9169,cgaddesbyn9@lsu.edu
3544-172471-84572,American Express,6,2027,4263,edensienr@lsu.edu
3816-147735-11245,American Express,10,2031,8191,lcastellacciofw@lsu.edu
3308-487169-37148,American Express,2,2027,6821,ascohiergc@lsu.edu
3550-307328-72263,American Express,1,2031,1600,jdinesd1@lsu.edu
3305-671660-37570,American Express,12,2030,6599,ckillockdq@lsu.edu
3455-311877-78388,American Express,1,2024,1163,jhanscome2@lsu.edu
3788-562446-02040,American Express,4,2028,6886,zcathenodkt@lsu.edu
3811-888167-12999,American Express,12,2028,1927,rkeepemc@lsu.edu
3925-604949-28662,American Express,9,2032,1551,fbalharryqi@lsu.edu
3277-441704-97102,American Express,1,2031,195,tdunsqs@lsu.edu
3599-312439-29260,American Express,9,2032,832,smatousekr3@lsu.edu
3126-238603-79948,American Express,7,2032,5213,ablackwayrr@lsu.edu
3820-326159-59474,American Express,4,2025,8353,wadamekog@lsu.edu
3502-042735-85845,American Express,5,2031,2660,nhamberf2@lsu.edu
3718-198890-19135,American Express,8,2030,2832,akryszkieciczi3@lsu.edu
3221-402241-52377,American Express,9,2032,7525,zlippiettq0@lsu.edu
3345-390858-79889,American Express,12,2031,4855,eivanyutin1s@lsu.edu
3712-962972-27917,American Express,6,2032,3597,hbaylied2@lsu.edu
3549-299915-39426,American Express,9,2027,6514,jelderidgeec@lsu.edu
3358-826506-49156,American Express,9,2025,9298,kfeatherbyif@lsu.edu
3317-254988-37785,American Express,1,2028,9966,mhartroppnt@lsu.edu
3664-178073-44573,American Express,10,2024,1889,akinnenil@lsu.edu
3786-810851-58531,American Express,8,2025,6712,ncamockh1@lsu.edu
3161-557676-69238,American Express,7,2024,1864,ebradaneja@lsu.edu
3816-646060-33684,American Express,4,2031,2995,dbrodeurk4@lsu.edu
3351-863946-72996,American Express,1,2031,9348,gjirieckm5@lsu.edu
3944-781878-44785,American Express,6,2028,3597,sdrawmerm9@lsu.edu
3988-637235-85445,American Express,8,2026,6239,sbilbreyn5@lsu.edu
3359-939757-06541,American Express,6,2030,4227,rtuteom@lsu.edu
3426-885368-54743,American Express,7,2027,3440,frosiellokj@lsu.edu
3810-436637-12940,American Express,1,2024,5294,cetherseyd5@lsu.edu
3599-243737-78291,American Express,6,2024,640,ksenettf4@lsu.edu
3584-117911-67268,American Express,4,2027,1269,chailsfs@lsu.edu
3723-542223-11799,American Express,10,2026,3431,dbarstowkh2@lsu.edu
3754-118458-36906,American Express,5,2030,218,kblaxlandhw@lsu.edu
3393-770938-77347,American Express,4,2027,7722,gbartleetkp@lsu.edu
3886-785081-84711,American Express,9,2026,50,zcroommd@lsu.edu
3939-379972-45015,American Express,5,2029,1217,rhargie2d@lsu.edu
3629-033550-76799,American Express,7,2028,1638,khakeci@lsu.edu
3602-728040-19792,American Express,8,2031,4989,cibbittez@lsu.edu
3620-908719-17548,American Express,1,2023,1219,ksaunperfe@lsu.edu
3676-065808-38854,American Express,1,2032,1396,chumphreyhg@lsu.edu
3235-036255-99611,American Express,8,2031,8178,tgrundoni9@lsu.edu
3973-347619-41738,American Express,4,2029,8444,asouthwickn7@lsu.edu
3651-926604-96901,American Express,6,2032,8786,seisaknn@lsu.edu
3238-282991-72111,American Express,7,2027,3768,dswannackcg@lsu.edu
3565-236188-34929,American Express,12,2023,3297,egerredds@lsu.edu
3309-221431-65847,American Express,8,2024,7062,scrundenea@lsu.edu
3489-164103-01782,American Express,7,2028,4812,sphillisia@lsu.edu
3374-972246-42715,American Express,7,2028,3080,bpedroiq@lsu.edu
3725-752203-70046,American Express,1,2030,7887,kdunderdaleow@lsu.edu
3049-437462-32407,American Express,3,2032,5335,anorcliffpu@lsu.edu
3037-569307-57757,American Express,3,2025,2835,rhallehu@lsu.edu
3424-002735-94259,American Express,5,2029,4968,lmauricejn@lsu.edu
3963-943269-09173,American Express,9,2027,2363,rbalshenmg@lsu.edu
3197-000487-26248,American Express,2,2030,927,twitnallmk@lsu.edu
3788-814632-64825,American Express,12,2025,9458,lloughlinoi@lsu.edu
3780-593141-66842,American Express,9,2026,6500,mtitmussol@lsu.edu
3504-198976-73626,American Express,2,2024,5071,mcowplandpd@lsu.edu
3334-334893-63229,American Express,1,2026,5429,areedickqr@lsu.edu
3861-283485-72072,American Express,8,2024,4571,rissakovfz@lsu.edu
3309-536825-98571,American Express,4,2024,8484,bderringtongx@lsu.edu
3576-404576-92674,American Express,6,2023,2466,skyngei4@lsu.edu
3383-042210-21318,American Express,1,2029,1459,dsmoguros@lsu.edu
3448-156995-68106,American Express,10,2030,8101,sschwaigerpx@lsu.edu
3449-057590-66323,American Express,12,2024,4075,twarykd9@lsu.edu
3966-830479-46892,American Express,10,2027,9218,gholgank6@lsu.edu
3498-032519-50575,American Express,7,2031,611,lstrivensle@lsu.edu
3369-567712-01241,American Express,3,2031,5490,lianelliod@lsu.edu
3904-218891-51283,American Express,6,2025,2928,vthornewellqv@lsu.edu
3131-163673-36064,American Express,12,2027,3864,icollissg@lsu.edu
3485-677105-75461,American Express,3,2032,5858,dnellesnd@lsu.edu
3294-096428-97878,American Express,6,2027,1554,jgeddesoj@lsu.edu
3079-067402-57671,American Express,3,2027,4907,nchaggft@lsu.edu
3223-355561-77313,American Express,5,2027,9931,blambournelx@lsu.edu
3815-486898-03532,American Express,10,2024,2844,dsymmersp5@lsu.edu
3609-866353-05611,American Express,5,2027,9105,mshreenaniu@lsu.edu
3554-280811-87440,American Express,6,2032,4556,vouletf8@lsu.edu
3522-624541-19456,American Express,11,2024,2523,dcuolahanff@lsu.edu
3146-301166-37132,American Express,5,2026,8266,faverayfw@lsu.edu
3295-768865-11546,American Express,10,2024,327,ecaings@lsu.edu
3835-196039-78396,American Express,7,2024,6045,aparkinjp@lsu.edu
3720-291498-65720,American Express,4,2023,2075,dduddenko@lsu.edu
3226-472281-64825,American Express,4,2024,1420,cmapowderni@lsu.edu
3548-524959-00272,American Express,11,2030,3215,atrehearnoq@lsu.edu
3074-409785-76554,American Express,9,2031,8775,jdeavinb5@lsu.edu
3910-087076-73750,American Express,3,2031,9794,acodagy@lsu.edu
3740-494885-92880,American Express,3,2023,9766,mbodelljz@lsu.edu
3797-262198-91454,American Express,5,2029,4134,seddiesmj@lsu.edu
3414-410063-42086,American Express,4,2026,4984,mgilliattq4@lsu.edu
3636-284464-28282,American Express,5,2032,1230,stresisern@lsu.edu
3818-899718-31649,American Express,8,2027,2288,pwallsamcd@lsu.edu
3235-655395-20560,American Express,6,2023,4185,tbreslandfy@lsu.edu
3407-456729-29585,American Express,6,2023,8642,jlabusquieren6@lsu.edu
3459-745922-92414,American Express,7,2023,6720,ncausiercb@lsu.edu
3402-549402-64630,American Express,12,2026,859,mmeoe5@lsu.edu
3084-350208-76778,American Express,10,2023,2876,tgrenshielshd@lsu.edu
3382-972203-69700,American Express,3,2031,7515,mmostynig@lsu.edu
3518-301126-17564,American Express,4,2030,8929,rlissimorek3@lsu.edu
3005-052012-99876,American Express,9,2025,4195,mwythemu@lsu.edu
3970-123927-58089,American Express,11,2025,1215,gfackneyoc@lsu.edu
3503-067476-42033,American Express,6,2025,3132,fminchelloh@lsu.edu
3731-125080-39625,American Express,12,2031,8163,emoggdv@lsu.edu
3563-862961-61035,American Express,7,2024,9625,kburnhamsl6@lsu.edu
3890-998747-34997,American Express,6,2030,5507,fholleworthmb@lsu.edu
3596-268315-16475,American Express,10,2028,9883,cdumsdayqd@lsu.edu
3285-050186-54383,American Express,1,2027,9555,npolkinhornqh@lsu.edu
3598-803313-56782,American Express,10,2027,4518,mlindenstraussqj@lsu.edu
3424-304962-14032,American Express,3,2025,1345,ceastesr0@lsu.edu
3636-186516-76062,American Express,4,2025,260,blepagef0@lsu.edu
3604-358682-19541,American Express,11,2029,8283,rhogginsnj@lsu.edu
3734-109438-04969,American Express,4,2028,5929,rburnhamsde@lsu.edu
3198-975258-53730,American Express,5,2029,9844,rjakovijevicip@lsu.edu
3580-457510-04355,American Express,10,2031,8526,mlemonnierji@lsu.edu
3922-689790-64018,American Express,12,2023,4426,ktaffleyku@lsu.edu
3538-830150-89271,American Express,12,2031,5852,cklainmanqn@lsu.edu
3803-182333-36169,American Express,5,2030,6512,ovillafi@lsu.edu
3309-425581-63247,American Express,9,2030,9666,jgerlingj7@lsu.edu
3961-287842-59694,American Express,8,2024,8225,frattkd@lsu.edu
3696-730449-92339,American Express,1,2024,8795,gblunkettpq@lsu.edu
3600-401651-42329,American Express,6,2025,1760,tmessierq5@lsu.edu
3969-565518-03608,American Express,10,2029,5828,bduggetms@lsu.edu
3013-761522-66428,American Express,12,2024,2397,lbuckneykj@lsu.edu
3090-791739-47411,American Express,5,2023,2490,pradmoreln@lsu.edu
3263-142932-30868,American Express,9,2031,9063,jwestbyr7@lsu.edu
3186-177081-70471,American Express,4,2028,2403,nantrackcq@lsu.edu
3725-053446-27982,American Express,8,2028,9557,rmcelhinneyg4@lsu.edu
3558-955720-89452,American Express,12,2025,9596,byaxleygn@lsu.edu
3774-020115-67231,American Express,3,2024,7815,asaddingtonl1@lsu.edu
3327-597822-34366,American Express,8,2025,480,hcharnickp8@lsu.edu
3334-798346-42876,American Express,9,2023,5135,hglasondu@lsu.edu
3330-318069-15423,American Express,4,2032,4971,tmcquieeg@lsu.edu
3057-672258-20347,American Express,3,2025,2258,hbinglejy@lsu.edu
3186-001114-81006,American Express,1,2030,2559,ifidilisl0@lsu.edu
3057-469206-33606,American Express,10,2028,7573,bmcginglf@lsu.edu
3636-448528-27213,American Express,2,2028,4950,bcasellr@lsu.edu
3824-060259-29022,American Express,8,2024,8190,jgutman58@lsu.edu
3839-398577-05127,American Express,2,2025,5999,klawtoncc@lsu.edu
3160-449542-66370,American Express,3,2030,6604,lsibillecr@lsu.edu
3837-403531-54374,American Express,1,2024,9548,lbenainejs@lsu.edu
3582-704341-37427,American Express,7,2026,5637,lhingeleyov@lsu.edu
3554-743724-19706,American Express,4,2025,6916,rcatherallpg@lsu.edu
3148-388529-67345,American Express,6,2026,3918,mlibreypm@lsu.edu
3101-548058-84739,American Express,7,2026,3589,sbrundellgm@lsu.edu
3125-698973-99636,American Express,8,2030,771,udoggkv@lsu.edu
3620-723841-71480,American Express,8,2024,9031,cmaxted8c@lsu.edu
3283-927231-14428,American Express,10,2025,7814,rsirrellj7@lsu.edu
3199-887903-47947,American Express,3,2028,6945,gsandwickdh@lsu.edu
3974-237572-35106,American Express,8,2026,8156,bcheeld7@lsu.edu
3531-732088-54055,American Express,12,2025,4098,mnekrewse9@lsu.edu
3179-944055-40805,American Express,4,2028,4283,ntorelej@lsu.edu
3121-440787-39378,American Express,2,2029,4004,sboerderfn@lsu.edu
3540-014409-86185,American Express,3,2031,4050,sbrushneengp@lsu.edu
3806-697333-58647,American Express,2,2026,418,sbaddeleyh0@lsu.edu
3919-736964-42650,American Express,2,2027,6777,cjoslynhn@lsu.edu
3676-894234-26520,American Express,10,2031,749,lpretsellik@lsu.edu
3141-148925-37585,American Express,7,2024,2704,fcradickjr@lsu.edu
3057-522187-62562,American Express,10,2023,5947,cbarriballk9@lsu.edu
3512-524506-17967,American Express,4,2030,3158,phakeng@lsu.edu
3657-504601-90613,American Express,6,2027,8842,pcawdelloe@lsu.edu
3242-517003-99313,American Express,7,2023,5574,wmcgaviganqq@lsu.edu
3040-817217-75246,American Express,12,2024,4147,nmerwoodr6@lsu.edu
3545-511054-82658,American Express,10,2027,5259,pstartehp@lsu.edu
3968-329777-03640,American Express,5,2026,8731,idartnall6x@lsu.edu
3608-373707-99421,American Express,6,2028,8236,rstowkr@lsu.edu
3205-030209-55764,American Express,4,2030,6631,gpeggramo3@lsu.edu
3195-709539-25103,American Express,3,2025,933,evuittetqo@lsu.edu
3282-026385-45357,American Express,10,2030,5050,sbernaldezri@lsu.edu
3249-501503-13065,American Express,11,2029,370,lswindlehurstc7@lsu.edu
3433-341000-99294,American Express,4,2031,9203,aplacstonecx@lsu.edu
3037-709154-63598,American Express,2,2026,6613,mdormonhv@lsu.edu
3110-727456-28045,American Express,8,2024,6474,rsculleyiu@lsu.edu
3669-675743-61474,American Express,9,2029,9892,cabdieiy@lsu.edu
3067-050516-40916,American Express,8,2030,6603,emeritonl3@lsu.edu
3824-376135-34656,American Express,2,2024,3150,wjanoslq@lsu.edu
3312-948942-33685,American Express,10,2032,9637,awilbudpz@lsu.edu
3130-969342-61463,American Express,2,2025,62,mseabrookqk@lsu.edu
3476-003516-50247,American Express,1,2027,7830,nkegleym@lsu.edu
3546-481719-80052,American Express,9,2023,6536,roxbroughcz@lsu.edu
3693-543577-33834,American Express,2,2025,5955,amadnerd8@lsu.edu
3474-095295-76491,American Express,5,2027,9860,ctraillfm@lsu.edu
3221-433686-26663,American Express,8,2030,1018,trichardsonh3@lsu.edu
3736-783973-19125,American Express,11,2024,4078,abeadlesie@lsu.edu
3367-001228-93268,American Express,9,2023,4662,laccombij@lsu.edu
3126-890592-90896,American Express,4,2028,5669,bemlynn8@lsu.edu
3318-230596-35842,American Express,1,2032,4322,bboydene@lsu.edu
3298-780417-11337,American Express,8,2026,6561,moreillypa@lsu.edu
3286-562554-75308,American Express,6,2029,6160,aalldisdh@lsu.edu
3427-428446-71886,American Express,3,2032,3212,jlowisee@lsu.edu
3344-276477-15232,American Express,12,2029,856,lyoxallkx@lsu.edu
3689-095269-50384,American Express,7,2029,2644,jbadgerp9@lsu.edu
3035-185078-14001,American Express,2,2024,428,vschiesterlqb@lsu.edu
3087-585858-21967,American Express,4,2027,1470,hmccueqc@lsu.edu
3960-437348-24891,American Express,10,2030,6743,bcordobach@lsu.edu
3992-406108-37475,American Express,5,2028,8024,dcarabetlz@lsu.edu
3840-112511-85188,American Express,2,2032,8681,jvsanelliq2@lsu.edu
3528-079629-67588,American Express,2,2029,1655,lgierckeqk@lsu.edu
3806-955398-31185,American Express,7,2026,729,nbenieshqz@lsu.edu
3505-224053-01064,American Express,2,2026,5312,gohannigan27@lsu.edu
3677-501031-83551,American Express,7,2024,7382,esorbeyll@lsu.edu
3170-562586-97321,American Express,8,2028,2875,adiemerhj@lsu.edu
3992-704663-53271,American Express,5,2027,5059,asyphashr@lsu.edu
3575-794486-15535,American Express,3,2026,9085,ssandisonmp@lsu.edu
3979-445248-85068,American Express,12,2030,4061,fcabanera@lsu.edu
3787-607381-66382,American Express,8,2028,5713,cilyenkofj@lsu.edu
3377-352829-52255,American Express,9,2029,3940,hlilloic@lsu.edu
3038-976534-30041,American Express,4,2031,8980,rgeaneme@lsu.edu
3355-721230-01365,American Express,2,2025,4636,hbonnaroy@lsu.edu
3690-859259-90179,American Express,5,2025,4890,ghagartro@lsu.edu
3714-484827-74935,American Express,12,2029,3281,dbukac3t@lsu.edu
3002-114499-50950,American Express,11,2024,4331,gdodshonhx@lsu.edu
3390-179315-84804,American Express,7,2032,5480,tdundonmy@lsu.edu
3283-220895-53603,American Express,2,2032,9487,smatthissonog@lsu.edu
3028-514906-59128,American Express,5,2026,2035,gstoneleydl@lsu.edu
3121-188528-70512,American Express,8,2025,5880,abalazsdt@lsu.edu
3516-164642-11273,American Express,2,2024,6730,ncroshamit@lsu.edu
3502-499617-55121,American Express,6,2023,15,egorviniz@lsu.edu
3496-209756-13105,American Express,10,2025,7385,ckasherlo@lsu.edu
3075-983526-44087,American Express,9,2028,1723,jlagdeo7@lsu.edu
3876-639845-93540,American Express,6,2031,6916,rwomack49@lsu.edu
3607-892986-07367,American Express,7,2032,429,atretwellfg@lsu.edu
3629-414988-28576,American Express,2,2023,3581,slillfordrf@lsu.edu
3376-858914-56898,American Express,6,2025,4708,hdibsdaledr@lsu.edu
3781-405749-29669,American Express,1,2023,829,rpinkes@lsu.edu
3187-931308-70555,American Express,5,2030,9669,cbelchampm6@lsu.edu
3898-980120-90835,American Express,12,2032,8296,cfairheadqu@lsu.edu
3419-621464-19190,American Express,11,2023,5279,scallinan19@lsu.edu
3697-353194-33794,American Express,1,2025,1981,jelesdj@lsu.edu
3862-041300-17065,American Express,7,2032,6572,rhuffhb@lsu.edu
3577-625571-31422,American Express,10,2026,9400,cellicotthc@lsu.edu
3461-546149-26885,American Express,7,2027,5726,dzarfatikm@lsu.edu
3272-646082-64121,American Express,5,2023,9882,ehurdedgely@lsu.edu
3751-395200-73483,American Express,2,2028,607,agibbesonmf@lsu.edu
3935-199662-56844,American Express,1,2028,6426,mpatronoo5@lsu.edu
3735-239233-81103,American Express,3,2028,2727,mdongalloz@lsu.edu
3058-336087-97233,American Express,7,2032,1050,mbleespp@lsu.edu
3539-435810-48149,American Express,3,2030,4777,echristescu11@lsu.edu
3960-590768-37730,American Express,2,2029,2546,ashackletoni2@lsu.edu
3503-600626-90501,American Express,5,2026,4421,asobtkaj1@lsu.edu
3369-024393-36513,American Express,6,2023,4485,esellimanl9@lsu.edu
3021-236982-31830,American Express,10,2027,7909,mbigriggoo@lsu.edu
3500-807287-61077,American Express,12,2031,8899,ckingsfordpv@lsu.edu
3785-554357-87022,American Express,9,2029,1577,jsizzeypp@lsu.edu
3461-452901-73943,American Express,2,2032,3192,hhardesty5@lsu.edu
3594-444199-35784,American Express,6,2031,7390,wgreenoid@lsu.edu
3715-930353-25491,American Express,10,2025,8377,acubberleyok@lsu.edu
3156-742965-65070,American Express,3,2030,5707,aheckle5u@lsu.edu
3066-163743-30172,American Express,3,2029,425,sdenisonj3@lsu.edu
3204-819295-54315,American Express,2,2023,3424,khallibertonj9@lsu.edu
3699-748228-44881,American Express,3,2027,8497,ckedger4@lsu.edu
3608-448300-77402,American Express,11,2030,9466,soakenfieldcl@lsu.edu
3284-648203-80653,American Express,9,2027,6430,hcowperj2@lsu.edu
3084-201156-62053,American Express,5,2029,7771,bkynochj6@lsu.edu
3640-990312-51891,American Express,10,2028,369,jlaugharnen3@lsu.edu
3482-077413-19313,American Express,4,2031,6223,agiddenq6@lsu.edu
3423-716360-55618,American Express,8,2025,6470,cvivyanqa@lsu.edu
3704-756891-97927,American Express,2,2027,9606,jbarrettcm@lsu.edu
3128-996463-16894,American Express,11,2031,8921,gcharlestonco@lsu.edu
3230-655289-85976,American Express,11,2029,8047,jstoresd4@lsu.edu
3770-973242-39278,American Express,5,2026,3781,cbaumfordfu@lsu.edu
3152-443092-52653,American Express,5,2024,402,kabbotha@lsu.edu
3405-415181-10995,American Express,1,2026,8892,cschankelborghl@lsu.edu
3378-863033-45549,American Express,10,2024,7493,gsidonjk@lsu.edu
3834-981773-35483,American Express,4,2028,3263,apollastrinokl@lsu.edu
3925-852290-30889,American Express,7,2030,7628,bwelbelovept@lsu.edu
3568-532379-44403,American Express,1,2025,7385,maxelbeegv@lsu.edu
3688-385509-17461,American Express,11,2032,3778,cgerrenh4@lsu.edu
3464-267789-84405,American Express,12,2032,9382,abransdonju@lsu.edu
3525-130243-15428,American Express,10,2028,9369,jmourantlm@lsu.edu
3153-863372-75065,American Express,11,2025,9207,bturfino4@lsu.edu
3612-488452-55493,American Express,10,2026,2271,mwillsheardw@lsu.edu
3120-947119-29576,American Express,8,2027,6093,bprocterfa@lsu.edu
3892-816074-47230,American Express,3,2028,4800,rcrushamhh@lsu.edu
3956-931337-99110,American Express,2,2028,4755,bmenaultp7@lsu.edu
3492-242159-44939,American Express,11,2025,9078,kgiabuzzid0@lsu.edu
3944-015387-50149,American Express,7,2032,3109,iroselldz@lsu.edu
3181-115365-27369,American Express,2,2026,1203,rhoferen@lsu.edu
3089-685511-62172,American Express,8,2024,2646,sgazefg@lsu.edu
3721-407261-79667,American Express,4,2024,6311,nmaseresfi@lsu.edu
3532-864838-94198,American Express,7,2025,7649,shasniphs@lsu.edu
3121-362600-55048,American Express,3,2029,5836,fhurleyiw@lsu.edu
3594-809297-04649,American Express,4,2030,4887,pdelanycb@lsu.edu
3437-878607-49184,American Express,10,2031,3299,srowem2@lsu.edu
3544-057134-41443,American Express,12,2025,9468,wguildc8@lsu.edu
3770-906153-93241,American Express,4,2025,7154,mcellicv@lsu.edu
3685-880435-00607,American Express,11,2023,3975,rgrishakovgi@lsu.edu
3163-051802-04467,American Express,3,2026,3664,trichespk@lsu.edu
3639-402077-96901,American Express,1,2032,2001,eeubankl5@lsu.edu
3484-968133-58735,American Express,6,2029,7115,aantonovicld@lsu.edu
3536-511600-11133,American Express,3,2024,5066,echunglv@lsu.edu
3742-268232-38760,American Express,4,2027,6957,skindleymn@lsu.edu
3455-096397-59778,American Express,4,2028,1257,hdraceyo9@lsu.edu
3328-213197-97831,American Express,12,2023,2659,lalanbrookepw@lsu.edu
3293-516688-31484,American Express,10,2023,9548,mlaxstondx@lsu.edu
3726-277170-12621,American Express,8,2030,4693,ckasbyel8@lsu.edu
3864-990358-94042,American Express,3,2023,6630,ahaydneyeh@lsu.edu
3961-096146-39966,American Express,8,2030,9554,rmershex@lsu.edu
3083-962005-93416,American Express,2,2028,689,hgalegoi5@lsu.edu
3472-455030-85404,American Express,10,2031,8982,kwroughtjx@lsu.edu
3705-422449-48924,American Express,4,2032,7185,cpettiek7@lsu.edu
3618-245241-40636,American Express,5,2024,13,iwickmannmv@lsu.edu
3396-487038-39809,American Express,2,2023,206,dlinskeyou@lsu.edu
3674-492412-34878,American Express,12,2028,8290,sdumperp0@lsu.edu
3615-552635-99680,American Express,1,2028,3522,dcardonc1@lsu.edu
3245-941387-01681,American Express,4,2031,7550,vvolkfx@lsu.edu
3378-945897-74194,American Express,10,2032,8290,ewilsonemz@lsu.edu
3986-558043-48938,American Express,4,2028,3820,lgerrannp@lsu.edu
3914-572832-14919,American Express,12,2025,9965,kwainmanqw@lsu.edu
3589-703290-00497,American Express,5,2023,5915,cbentr2@lsu.edu
3214-780306-99999,American Express,6,2023,3813,gdignall3j@lsu.edu
3961-643827-07725,American Express,6,2026,6488,candrettim7@lsu.edu
3424-684160-36864,American Express,7,2032,1347,lbrownscombefb@lsu.edu
3965-451965-58619,American Express,9,2026,4686,cswabeygb@lsu.edu
3708-264874-32949,American Express,5,2027,4651,fstegellim@lsu.edu
3543-259925-17342,American Express,11,2026,264,misenorki@lsu.edu
3082-233644-01464,American Express,3,2023,1343,cgreedinglw@lsu.edu
3600-796064-49618,American Express,9,2032,8489,tscaliaq3@lsu.edu
3619-303580-37164,American Express,7,2031,9204,earonin2u@lsu.edu
3376-698177-15723,American Express,4,2030,1015,bmcleesee4@lsu.edu
3088-245654-71053,American Express,12,2029,874,elockwoodfr@lsu.edu
3985-759852-71817,American Express,3,2027,3296,rkerneb0@lsu.edu
3895-461231-65024,American Express,11,2029,6533,ctreherew@lsu.edu
3968-418377-58830,American Express,6,2026,9016,sbergeonfd@lsu.edu
3948-986438-15405,American Express,11,2031,3518,tiliffepn@lsu.edu
3976-232732-71735,American Express,5,2027,9102,fhornungg9@lsu.edu
3887-098016-69656,American Express,4,2024,9477,ppargentkb@lsu.edu
3041-833904-15422,American Express,1,2027,9931,wlazenbyky@lsu.edu
3903-330139-72417,American Express,3,2023,3457,beamergg@lsu.edu
3906-726668-54761,American Express,8,2031,7795,vnecoldsnm@lsu.edu
3282-781190-99217,American Express,6,2024,724,adriuttipr@lsu.edu
3648-649534-39262,American Express,4,2026,7029,tfloriodn@lsu.edu
3897-676020-89756,American Express,9,2026,1904,sgwillimdp@lsu.edu
3786-561766-01134,American Express,10,2027,2176,dmabbote6@lsu.edu
3980-797195-53200,American Express,1,2026,8398,csintong7@lsu.edu
3376-516091-35002,American Express,8,2024,3677,twellumno@lsu.edu
3462-327375-91164,American Express,10,2029,5243,kbearcockns@lsu.edu
3205-508835-07795,American Express,11,2028,7962,vcracoec3@lsu.edu
3134-868302-46797,American Express,2,2026,4604,tbumphreyd3@lsu.edu
3017-075177-62314,American Express,2,2029,9170,sroathdm@lsu.edu
